gene	score	logfoldchange	pval	pval_adj	pct_within	pct_outside	cluster
Gsn	7.6954784	1.4428701	1.4096581731889926e-14	1.648716755800836e-12	0.30155210643015523	0.07639314145744029	Club cells
Cldn3	7.681121	1.0118164	1.5770264534117138e-14	1.831835042699264e-12	0.4035476718403548	0.16579914268218005	Club cells
Sult1d1	7.6703258	3.828469	1.7156038177899143e-14	1.9792466085645684e-12	0.23059866962305986	0.014084507042253521	Club cells
Chad	7.6509447	26.53607	1.995081206227185e-14	2.2861204173247856e-12	0.21507760532150777	0.0	Club cells
Cisd1	7.254151	1.6406423	4.04188836441193e-13	4.422347404649156e-11	0.2727272727272727	0.06062461726883037	Club cells
Tmem212	7.2466283	1.8044465	4.272748766603764e-13	4.6449709187713614e-11	0.2660753880266075	0.054654011022657684	Club cells
5330417C22Rik	7.237016	2.6219463	4.586632507131207e-13	4.9544395342954234e-11	0.23503325942350334	0.02878138395590937	Club cells
Cd55	7.176893	1.7468435	7.131323257026212e-13	7.517115468134432e-11	0.2660753880266075	0.057409675443968154	Club cells
S100a1	7.125175	1.1531554	1.0394852312428215e-12	1.081511045193068e-10	0.3392461197339246	0.12369871402327005	Club cells
Tmem176b	7.1157565	0.7669468	1.1130081237742218e-12	1.1509454128711602e-10	0.4035476718403548	0.17375995101041028	Club cells
Fam183b	7.068071	1.853708	1.5710214836900289e-12	1.6147244449635878e-10	0.2572062084257206	0.0520514390691978	Club cells
Elof1	7.020953	1.7862086	2.203595348167274e-12	2.2377708688364552e-10	0.2572062084257206	0.05251071647274954	Club cells
Krt8	6.738621	1.4445344	1.5989665487193323e-11	1.4817963770344895e-09	0.270509977827051	0.07256582976117575	Club cells
Ppap2b	6.711162	2.0516672	1.9308058168847505e-11	1.7795943395950262e-09	0.21729490022172948	0.024341702388242497	Club cells
Chchd10	6.5485682	1.1137884	5.809125338373168e-11	5.185102979656345e-09	0.35033259423503327	0.15921616656460502	Club cells
Pebp1	6.53025	1.3723315	6.565991572270362e-11	5.8299817316300035e-09	0.2727272727272727	0.08006736068585425	Club cells
Gm6665	6.318607	3.0458052	2.639318859537223e-10	2.2648591023763233e-08	0.1951219512195122	0.016074709124311085	Club cells
1700009P17Rik	6.318317	1.9852506	2.6442720813167757e-10	2.2648591023763233e-08	0.22394678492239467	0.04225352112676056	Club cells
Hsp90ab1	6.2504296	0.51952493	4.0932477455619957e-10	3.436504382029004e-08	0.729490022172949	0.5013778322106552	Club cells
Rsph1	6.2178507	1.7913576	5.040108822539101e-10	4.2106012572138235e-08	0.22838137472283815	0.048530312308634416	Club cells
Hes1	6.210207	1.7330272	5.291484699573082e-10	4.398935736277445e-08	0.22172949002217296	0.041641151255358236	Club cells
Ccdc39	6.209084	1.963923	5.329432719394594e-10	4.408870706742094e-08	0.22172949002217296	0.04317207593386405	Club cells
Ccnd1	6.151871	1.0601519	7.657398633332451e-10	6.273518039743239e-08	0.2793791574279379	0.0939987752602572	Club cells
1700094D03Rik	6.1166596	1.9093508	9.555704174612895e-10	7.7169136712981e-08	0.21729490022172948	0.04102878138395591	Club cells
Bsg	6.088247	0.6092108	1.1415387863503532e-09	9.13177182911115e-08	0.3991130820399113	0.19427434170238825	Club cells
Fth1	5.96433	0.3818978	2.4563956474493883e-09	1.9197241375619436e-07	0.7937915742793792	0.5203612982241274	Club cells
mt-Nd6	5.959766	1.0205837	2.525997812146219e-09	1.9650640778067765e-07	0.30155210643015523	0.12170851194121249	Club cells
Tuba1a	5.933961	1.1406803	2.9571233865832025e-09	2.2899477403225813e-07	0.2749445676274945	0.09721371708511942	Club cells
Tff2	5.8310914	9.90003	5.506595321423427e-09	4.150504446934218e-07	0.164079822616408	0.00015309246785058175	Club cells
Trf	5.8265634	0.7951423	5.658039772284524e-09	4.245783030892621e-07	0.3148558758314856	0.1334966319657073	Club cells
Gm15883	5.819922	5.843157	5.887511721023671e-09	4.3985159152793145e-07	0.1662971175166297	0.0026025719534598897	Club cells
Tmem205	5.790277	1.5764772	7.027038341350227e-09	5.203997521002554e-07	0.21729490022172948	0.04883649724433558	Club cells
Gm10116	5.7318087	0.33130795	9.936534373189014e-09	7.232347057292381e-07	0.5587583148558758	0.33175137783221065	Club cells
Smim22	5.7068853	1.4821845	1.150622909837799e-08	8.339065781170613e-07	0.2261640798226164	0.06001224739742805	Club cells
Ephx1	5.6894608	1.8169326	1.2744126574958907e-08	9.19692096105226e-07	0.1973392461197339	0.03322106552357624	Club cells
Cckar	5.688724	4.783248	1.2799211067481694e-08	9.197534766670425e-07	0.164079822616408	0.0038273116962645438	Club cells
mt-Cytb	5.655143	0.5223132	1.5571685241281842e-08	1.1095807143147008e-06	0.835920177383592	0.615278628291488	Club cells
Mtus1	5.5763154	1.6716549	2.4566652407890823e-08	1.707483025350084e-06	0.20620842572062084	0.04470300061236987	Club cells
Hspa4l	5.4847727	1.6591458	4.1400165148862695e-08	2.854086994957571e-06	0.2106430155210643	0.0520514390691978	Club cells
1700007K13Rik	5.4162574	2.0015562	6.085945105901828e-08	4.161755768185044e-06	0.1951219512195122	0.040263319044703004	Club cells
Skp1a	5.4121637	0.7109343	6.226764123951588e-08	4.2409515171925695e-06	0.3303769401330377	0.15860379669320268	Club cells
Cbr1	5.3772664	1.6922973	7.562524341304026e-08	5.089398821594245e-06	0.2017738359201774	0.046846295162278014	Club cells
Ptgr1	5.373366	2.080505	7.728021182642414e-08	5.180217835432123e-06	0.18625277161862527	0.032455603184323334	Club cells
Riiad1	5.3664227	1.4925171	8.031356014508264e-08	5.341324182354731e-06	0.2017738359201774	0.04500918554807103	Club cells
1110004E09Rik	5.353285	1.6515338	8.637170405418341e-08	5.699524237567691e-06	0.20620842572062084	0.05189834660134721	Club cells
Fhad1	5.3460517	1.5712693	8.98934974329415e-08	5.893032859274372e-06	0.19955654101995565	0.04454990814451929	Club cells
Sntn	5.344518	1.7340662	9.06578531964554e-08	5.893032859274372e-06	0.1973392461197339	0.043018983466013475	Club cells
Cldn7	5.3103333	1.7073041	1.0942504379771474e-07	7.082974495287955e-06	0.1973392461197339	0.04424372320881813	Club cells
Hspb1	5.3001294	2.004644	1.1572056802186011e-07	7.433731488949718e-06	0.18403547671840353	0.03260869565217391	Club cells
Aldh3a1	5.287861	6.279878	1.237549443418332e-07	7.860524723195315e-06	0.15077605321507762	0.0021432945499081446	Club cells
Bpifb1	5.279384	10.486267	1.2961878205957714e-07	8.202257182643168e-06	0.14855875831485588	0.00015309246785058175	Club cells
D430040D24Rik	5.2723565	7.8200045	1.346832358855525e-07	8.476322561011302e-06	0.14855875831485588	0.0003061849357011635	Club cells
Arl3	5.271994	1.4910975	1.3494941278808018e-07	8.476322561011302e-06	0.21286031042128603	0.05985915492957746	Club cells
Carkd	5.262322	1.1491667	1.4224750447219937e-07	8.90175434813295e-06	0.24390243902439024	0.08741579914268217	Club cells
AU040972	5.2368793	2.3078225	1.6331450969809768e-07	1.0089916217094445e-05	0.17960088691796008	0.031077770973668095	Club cells
Pcp4l1	5.2114244	1.5006732	1.8739609589705664e-07	1.1514675327239795e-05	0.2039911308203991	0.05235762400489896	Club cells
Bphl	5.192394	1.6429287	2.076072180245063e-07	1.2710508341074377e-05	0.1973392461197339	0.04745866503368034	Club cells
Sdpr	5.1641254	0.3390171	2.415654029967792e-07	1.4736358523102082e-05	0.25055432372505543	0.08925290875688915	Club cells
Tst	5.151942	2.4934812	2.578032041053343e-07	1.567055390115543e-05	0.17073170731707318	0.02449479485609308	Club cells
Hsph1	5.057392	1.7623155	4.2502841449047375e-07	2.502797528244425e-05	0.18625277161862527	0.04102878138395591	Club cells
Vpreb3	5.0264435	1.8527337	4.996600745128011e-07	2.9320883057656034e-05	0.18403547671840353	0.039957134109001834	Club cells
Ascc2	4.917597	2.2533312	8.761315385027925e-07	4.986011664922435e-05	0.16186252771618626	0.021586037966932026	Club cells
Tmem107	4.8922386	1.5852678	9.969544101387982e-07	5.6357832805146265e-05	0.18181818181818182	0.04056950398040417	Club cells
BC051019	4.8758645	1.7117248	1.0833290186678752e-06	6.103713231756975e-05	0.17960088691796008	0.03949785670545009	Club cells
Nudc	4.8602753	1.1020501	1.1722255933780483e-06	6.58270656890673e-05	0.2328159645232816	0.08909981628903858	Club cells
Mt1	4.8457007	0.6458992	1.2616569012134802e-06	7.061531151049311e-05	0.30598669623059865	0.15416411512553582	Club cells
Scnn1b	4.837743	4.9613304	1.3132182423407381e-06	7.301923990772648e-05	0.13968957871396895	0.0035211267605633804	Club cells
Tcea3	4.819751	1.6897566	1.4373766770209895e-06	7.940218588142983e-05	0.18181818181818182	0.04332516840171464	Club cells
Ftl1	4.76633	0.5354891	1.8761212071893962e-06	0.00010296808916739473	0.3215077605321508	0.16625842008573177	Club cells
Uqcr10	4.7627673	0.49380758	1.9095577408867164e-06	0.00010446512815386394	0.328159645232816	0.1696264543784446	Club cells
Fam13a	4.7555223	2.3543231	1.9793393734622185e-06	0.00010793445798889313	0.1574279379157428	0.022198407838334353	Club cells
Fam161a	4.7547255	2.02297	1.9871632323683745e-06	0.00010801378608248483	0.17073170731707318	0.03551745254133497	Club cells
Reg3g	4.732543	27.600174	2.217241847859365e-06	0.00011975224362371647	0.13303769401330376	0.0	Club cells
Qsox1	4.715324	1.5303098	2.4132669089020978e-06	0.00012951453641794517	0.1729490022172949	0.03674219228413962	Club cells
Clic3	4.7089844	1.2609106	2.489543054123883e-06	0.00013318662667156762	0.2017738359201774	0.06399265156154317	Club cells
Gipc2	4.682334	2.0776503	2.8362669691281745e-06	0.00015125865260831668	0.1662971175166297	0.03306797305572566	Club cells
Kif21a	4.664149	2.0421038	3.0989717806576195e-06	0.00016475066591903627	0.164079822616408	0.031230863441518677	Club cells
Swi5	4.625206	0.8344834	3.742263368539405e-06	0.0001964862057803708	0.24833702882483372	0.10793018983466013	Club cells
Anxa1	4.5718093	0.6194614	4.835313890282223e-06	0.0002484911765615037	0.2838137472283814	0.13977342314758115	Club cells
Wdr52	4.551136	1.7947305	5.335699013790491e-06	0.00027337800475792426	0.16851441241685144	0.03827311696264544	Club cells
Drc1	4.5286884	2.030087	5.935098507907679e-06	0.0003031726975771275	0.16186252771618626	0.03306797305572566	Club cells
Fxyd3	4.454389	3.129445	8.413241013331507e-06	0.00041964751277967364	0.1352549889135255	0.009338640538885487	Club cells
Cep70	4.4194794	3.0886078	9.893892874872225e-06	0.0004850521167750764	0.1352549889135255	0.010257195345988977	Club cells
1110017D15Rik	4.419431	1.2381731	9.896104275262481e-06	0.0004850521167750764	0.17738359201773837	0.04822412737293325	Club cells
F3	4.4137197	2.5814319	1.016095750865133e-05	0.0004965984967988989	0.14634146341463414	0.02112676056338028	Club cells
Hspd1	4.408213	0.80175614	1.04226913496743e-05	0.0005079265017216277	0.24611973392461198	0.11191059399877526	Club cells
Cdhr3	4.405617	1.8150432	1.0548318316651806e-05	0.0005111112295202799	0.16186252771618626	0.03597672994488671	Club cells
Aldh3b1	4.3989396	1.4468821	1.0878119365337852e-05	0.000525589818566281	0.17738359201773837	0.04975505205143907	Club cells
Apoa1bp	4.3890376	1.1104683	1.138533472120138e-05	0.0005485337827751541	0.2106430155210643	0.08098591549295775	Club cells
Pam	4.3543453	1.4436386	1.3346513221781839e-05	0.0006357963981129163	0.15964523281596452	0.0335272504592774	Club cells
Dnah5	4.3503366	2.1567712	1.3592883476680165e-05	0.0006457190780980922	0.15299334811529933	0.029393753827311696	Club cells
1600029I14Rik	4.3343606	1.6959411	1.4618424418795086e-05	0.0006905678543686514	0.16186252771618626	0.03766074709124311	Club cells
Atp5j	4.3232155	0.38146144	1.5377151507200166e-05	0.0007223853529379713	0.35698447893569846	0.2037660747091243	Club cells
Pir	4.3194356	2.6639705	1.5642862876786286e-05	0.0007328378771475652	0.13747228381374724	0.015003061849357012	Club cells
Calml4	4.3085074	1.6509538	1.6435979931145676e-05	0.0007657631419019218	0.15964523281596452	0.03582363747703613	Club cells
Ccdc181	4.304052	1.5502108	1.6770237776949064e-05	0.000779195787559669	0.16186252771618626	0.037966932026944275	Club cells
Osbpl6	4.297628	2.008658	1.7263571613305785e-05	0.0007999259863116197	0.15299334811529933	0.03046540110226577	Club cells
Idh2	4.2551713	0.87272835	2.0888918179290622e-05	0.0009574463875745668	0.2017738359201774	0.07440293937538273	Club cells
Ccdc113	4.240705	1.7403923	2.2281887244836705e-05	0.001015802488669854	0.1574279379157428	0.03628291488058787	Club cells
Efcab10	4.2392316	1.7648731	2.2428600628606322e-05	0.0010197496998941948	0.15521064301552107	0.033833435394978566	Club cells
Rps27l	4.2361765	0.44065818	2.2735786076002865e-05	0.001030952395890194	0.3237250554323725	0.18156766687078996	Club cells
Etfa	4.2236185	1.057865	2.404109421254112e-05	0.0010872344446679596	0.2039911308203991	0.07930189834660134	Club cells
Clu	4.221904	0.6906677	2.4224756319750877e-05	0.0010926267085815296	0.21729490022172948	0.08864053888548683	Club cells
Bcap31	4.205952	0.48187998	2.5998506709995188e-05	0.0011695190326122238	0.25055432372505543	0.11589099816289039	Club cells
Tmc4	4.172685	1.9178447	3.0103111530287836e-05	0.0013434701801109247	0.14855875831485588	0.029393753827311696	Club cells
Stip1	4.1637373	1.1953226	3.130805494033659e-05	0.001393578225021439	0.18403547671840353	0.062461726883037354	Club cells
Spint2	4.1224275	0.8105743	3.7490045879555806e-05	0.00165571272935257	0.21729490022172948	0.0930802204531537	Club cells
Stmnd1	4.0680647	1.9860548	4.740522065826057e-05	0.0020827594226514013	0.14412416851441243	0.028169014084507043	Club cells
Ak7	4.064273	1.5468804	4.8182392743800034e-05	0.0021114346215558265	0.15521064301552107	0.03827311696264544	Club cells
Cyp2s1	4.0519686	1.2144622	5.07885366241311e-05	0.002202871592349461	0.16851441241685144	0.05052051439069198	Club cells
Cbr3	4.0335174	2.5284941	5.494812734041691e-05	0.0023591526368762794	0.13303769401330376	0.018983466013472138	Club cells
Enkur	4.025717	1.8499175	5.6802043816335145e-05	0.002420366485128713	0.14855875831485588	0.03368034292712799	Club cells
Rsph4a	4.023229	1.6149195	5.740558425142581e-05	0.0024399531411527075	0.15077605321507762	0.03551745254133497	Club cells
Rexo2	4.0156097	0.60100657	5.9292314151973804e-05	0.0025075769468910817	0.21507760532150777	0.09109001837109615	Club cells
Cyp2a5	4.0138226	2.562887	5.9743268323195145e-05	0.0025203634017240462	0.1286031042128603	0.015003061849357012	Club cells
Aplp2	4.01212	0.3017858	6.01759130132851e-05	0.0025323159027104266	0.3946784922394678	0.24479485609308022	Club cells
Gstk1	4.0105987	1.9260889	6.056504020898326e-05	0.0025423824675845225	0.13747228381374724	0.02296387017758726	Club cells
Ccdc19	4.002629	1.5786933	6.264255482970216e-05	0.002618108072543493	0.15299334811529933	0.037966932026944275	Club cells
Spa17	4.002496	1.6723958	6.267774499986191e-05	0.002618108072543493	0.14855875831485588	0.033833435394978566	Club cells
Reep6	4.001856	4.00438	6.284756010424379e-05	0.00261875128208322	0.11751662971175167	0.004745866503368034	Club cells
1700024G13Rik	3.980036	1.7769405	6.89048566837014e-05	0.002850140157314371	0.14412416851441243	0.030312308634415187	Club cells
4931406C07Rik	3.968975	1.692715	7.218246488745269e-05	0.0029712194709376463	0.15077605321507762	0.03720146968769136	Club cells
Ift74	3.9491715	1.9109676	7.842215025851126e-05	0.003212466778343218	0.14412416851441243	0.03184323331292101	Club cells
Hist1h2bc	3.9416606	0.75005394	8.091939783674075e-05	0.003306776067260931	0.22172949002217296	0.10165339865278629	Club cells
Mcee	3.9406102	1.6246605	8.127462547477551e-05	0.003313308589968072	0.15521064301552107	0.04225352112676056	Club cells
Cgn	3.9335823	2.0699387	8.368915834789161e-05	0.0034035597995728866	0.13747228381374724	0.025566442131047154	Club cells
Ccdc104	3.918923	1.2618009	8.894554635937172e-05	0.0035829632320869003	0.17073170731707318	0.057409675443968154	Club cells
Sod2	3.8957868	0.9219809	9.788050228865558e-05	0.0038966090101251404	0.18181818181818182	0.06628903857930189	Club cells
Cat	3.8907151	0.37914973	9.994923775798562e-05	0.003969646658402057	0.28159645232815966	0.15232700551132886	Club cells
Wdr66	3.890063	1.7795156	0.0001002181930050858	0.003971028820498248	0.1419068736141907	0.030924678505817513	Club cells
Srsf10	3.8685448	0.9209676	0.00010948678972184357	0.004278309831550104	0.19068736141906872	0.07578077158603796	Club cells
Foxj1	3.8638837	1.6063315	0.00011159831850311976	0.004350795134469903	0.14855875831485588	0.03781383955909369	Club cells
Traf3ip1	3.8338768	1.7562745	0.0001261393632233842	0.004872887154681942	0.14634146341463414	0.037048377219840785	Club cells
Odf3b	3.8023725	1.955842	0.00014331711586373485	0.0054618313886136615	0.13968957871396895	0.03169014084507042	Club cells
Tsc22d1	3.7900677	0.8440392	0.0001506062694171779	0.005701186881798929	0.21729490022172948	0.10349050826699327	Club cells
Mrps17	3.7839696	1.2838804	0.00015434667090145717	0.0058182235475727545	0.15964523281596452	0.05006123698714023	Club cells
Iqcg	3.7830036	1.7879939	0.00015494717283963657	0.005826494687776933	0.13968957871396895	0.03184323331292101	Club cells
Pifo	3.7802262	1.9155558	0.00015668588847703922	0.005878840669650682	0.13747228381374724	0.030159216166564605	Club cells
Pls3	3.7766159	1.1580914	0.0001589736799815749	0.00595151134394598	0.15964523281596452	0.04975505205143907	Club cells
Txnl1	3.7614734	0.8419897	0.00016891540224609072	0.006282097163797045	0.1729490022172949	0.061390079608083285	Club cells
Ccdc146	3.7524652	1.5950086	0.00017510413096440478	0.006498010846882583	0.1419068736141907	0.03444580526638089	Club cells
Tef	3.748106	1.659108	0.00017817492460641527	0.006583155874510232	0.13747228381374724	0.030006123698714023	Club cells
AU021092	3.733809	1.0572754	0.0001886056097712697	0.006923295532707712	0.15299334811529933	0.04378444580526638	Club cells
3300002A11Rik	3.7319493	1.6989069	0.00019000373205790602	0.006959553546371552	0.13968957871396895	0.03306797305572566	Club cells
Mycbp	3.716505	1.3669802	0.0002019976125203125	0.007367048410176301	0.15077605321507762	0.04378444580526638	Club cells
Rbp4	3.712351	2.7503834	0.00020534283007947297	0.007472980805402965	0.11529933481152993	0.010257195345988977	Club cells
Mlf1	3.707521	1.5313863	0.00020929803717725448	0.007600611161646806	0.14412416851441243	0.03766074709124311	Club cells
Adam28	3.6652818	3.0548134	0.00024706647091219655	0.008858351543763089	0.1130820399113082	0.00964482547458665	Club cells
Ace2	3.6540034	5.2104254	0.0002581828454873781	0.009237390035064231	0.10421286031042129	0.0013778322106552357	Club cells
Ccdc17	3.6496925	1.9433135	0.00026255439473703984	0.009374021011253597	0.13082039911308205	0.02709736680955297	Club cells
Igfbp5	3.6468065	0.3711632	0.00026551968348013087	0.009440143212032577	0.15964523281596452	0.051745254133496635	Club cells
Fam216b	3.6370375	2.0105183	0.0002757916485976864	0.00978483382545641	0.13082039911308205	0.027556644213104716	Club cells
Sqstm1	3.6258438	0.53392124	0.0002880193644247117	0.010168224575010517	0.24168514412416853	0.12721984078383344	Club cells
Lrrc23	3.6183572	1.9073842	0.00029647903824739564	0.010431510393438969	0.13303769401330376	0.030312308634415187	Club cells
Idh1	3.6168962	0.65578556	0.0002981569488490959	0.01046882752698099	0.17516629711751663	0.06582976117575015	Club cells
Fam213a	3.594279	1.3275163	0.0003252910284940587	0.011351050518993296	0.14855875831485588	0.044856093080220455	Club cells
Ascc1	3.590922	1.567058	0.0003295100618501523	0.011474663529603147	0.1352549889135255	0.03230251071647275	Club cells
Aig1	3.578557	1.0877538	0.00034549644315312323	0.011982155786163226	0.1574279379157428	0.0528169014084507	Club cells
Cyb5r3	3.573256	0.35737076	0.0003525697516828717	0.012177658694072956	0.2860310421286031	0.16549295774647887	Club cells
Map1lc3b	3.5574012	0.22755921	0.00037454193925883015	0.012858009611114374	0.3259423503325942	0.19764237599510104	Club cells
Wdr96	3.5523658	1.8896614	0.0003817837346062005	0.013080142131690007	0.13082039911308205	0.030006123698714023	Club cells
Bpifa1	3.5494072	28.349009	0.0003860993229637033	0.013148310076589245	0.09977827050997783	0.0	Club cells
Gng5	3.535871	0.2845358	0.00040643318247413426	0.013757884913331023	0.2838137472283814	0.16181873851806491	Club cells
Lrrc51	3.5286016	1.5127211	0.00041776149363958385	0.014085123599669389	0.1352549889135255	0.03413962033067973	Club cells
Dynll1	3.5276115	0.40199617	0.0004193271743910063	0.014109860219240229	0.31263858093126384	0.19641763625229638	Club cells
Dstn	3.5050066	0.23979661	0.00045659606733773665	0.015153449522467076	0.31042128603104213	0.18570116350275567	Club cells
Gss	3.4891639	2.799492	0.00048453418584694076	0.016017963465454713	0.10864745011086474	0.009951010410287814	Club cells
Sox2	3.4870024	3.0262885	0.0004884671573474022	0.01611656521683773	0.10643015521064302	0.007960808328230252	Club cells
Dnah6	3.4498708	2.270975	0.0005608548669786915	0.018362041870833262	0.1197339246119734	0.02204531537048377	Club cells
Ehf	3.4228585	1.2995138	0.0006196634341849826	0.02009344585151648	0.1419068736141907	0.04317207593386405	Club cells
Aoc1	3.4197187	2.1313667	0.0006268588704409946	0.020287976304978677	0.11751662971175167	0.020514390691977955	Club cells
Ifitm1	3.4126668	1.8483757	0.0006433052463698904	0.020780597472737087	0.1197339246119734	0.02281077770973668	Club cells
A330021E22Rik	3.412039	1.8147767	0.0006447889427727531	0.02078892714920745	0.12195121951219512	0.024800979791794242	Club cells
Mgst2	3.3918009	1.9112834	0.0006943489970836615	0.022187746358718577	0.1130820399113082	0.01653398652786283	Club cells
Lrrc26	3.391656	24.932898	0.0006947162755162193	0.022187746358718577	0.09534368070953436	0.0	Club cells
Dnali1	3.3755355	2.0151289	0.0007367221231458935	0.02339713574238054	0.12195121951219512	0.026331904470300063	Club cells
Anxa8	3.373712	1.5119323	0.0007416190486048186	0.023508630738858168	0.1286031042128603	0.031996325780771585	Club cells
Krt7	3.3672397	1.2810664	0.0007592466754296086	0.0239332051461166	0.1352549889135255	0.037966932026944275	Club cells
Ndufc2	3.3623734	0.3581838	0.0007727556492703544	0.02431384611498319	0.30155210643015523	0.18631353337415799	Club cells
Gm3150	3.3512278	0.44942665	0.00080454070128003	0.02522034335121632	0.21286031042128603	0.10716472749540723	Club cells
Meig1	3.3458302	1.6168154	0.0008203661055799442	0.0256217104687482	0.12638580931263857	0.030924678505817513	Club cells
Chchd2	3.3386936	0.2386355	0.0008417331328078031	0.026192572842729415	0.44789356984478934	0.3106246172688304	Club cells
Top1	3.3349261	0.4353251	0.0008532202669871491	0.02650139653449645	0.23059866962305986	0.12461726883037355	Club cells
Tstd1	3.3328733	2.214694	0.0008595403037844192	0.02664889216065807	0.10864745011086474	0.014084507042253521	Club cells
Rassf9	3.3209672	2.1941578	0.0008970607221453717	0.02776141019500613	0.10643015521064302	0.01224739742804654	Club cells
1700088E04Rik	3.3161612	1.6812851	0.0009126315045444943	0.028157605957728458	0.12416851441241686	0.029546846295162278	Club cells
Muc5b	3.2964423	7.6736236	0.0009791771502581333	0.029866664192855545	0.09312638580931264	0.00045927740355174526	Club cells
Rasd1	3.271024	4.191424	0.0010715886524463958	0.03222175878872061	0.09534368070953436	0.003214941824862217	Club cells
Prdx5	3.2597215	0.27777845	0.001115216976517202	0.03329747307175216	0.2749445676274945	0.16411512553582364	Club cells
Acsl1	3.2456536	2.0189214	0.0011718128504066307	0.034742612115465116	0.11086474501108648	0.018524188609920392	Club cells
E230008N13Rik	3.2334697	1.7830259	0.0012229628530747907	0.03594493418595386	0.11529933481152993	0.023270055113288425	Club cells
Ift81	3.2215033	1.4637809	0.0012752005929461028	0.0373508235851001	0.12638580931263857	0.03413962033067973	Club cells
Iqca	3.2204406	1.823381	0.001279937461904772	0.03742493002835005	0.1197339246119734	0.028322106552357625	Club cells
Paip2	3.212338	0.42117748	0.001316593700239588	0.03823306945610132	0.24833702882483372	0.14589712186160442	Club cells
Txnrd1	3.2112513	0.9721307	0.0013215833547099614	0.03831236258551493	0.14634146341463414	0.05235762400489896	Club cells
Arf4	3.2007337	0.40088338	0.001370781691887217	0.03966268489268184	0.19068736141906872	0.09047764849969382	Club cells
Crip2	3.199792	0.37246072	0.0013752689294732193	0.03966268489268184	0.29046563192904656	0.18570116350275567	Club cells
Erich2	3.1910372	1.96647	0.0014176301364804832	0.040610793048264385	0.1130820399113082	0.022504592774035517	Club cells
Fdx1	3.1814735	1.2311124	0.0014652787431357853	0.04190499528640773	0.13082039911308205	0.03873239436619718	Club cells
Ccdc41	3.1775732	1.2745302	0.0014851314889247694	0.04240125407521072	0.1352549889135255	0.043937538273116965	Club cells
1700026L06Rik	3.176233	1.6198972	0.0014920109691060315	0.042526073991712925	0.1197339246119734	0.029087568891610533	Club cells
Fam46c	3.1655705	2.05371	0.0015477916843237808	0.043968172821519255	0.10643015521064302	0.01653398652786283	Club cells
Gdpd1	3.163264	0.92705524	0.0015601073980662382	0.04424391532408919	0.14412416851441243	0.05143906919779547	Club cells
Rfk	3.160523	1.1645308	0.001574861724478076	0.044513466642372816	0.14634146341463414	0.05511328842620943	Club cells
1700026D08Rik	3.1567917	1.65055	0.0015951523140201882	0.04493718952403384	0.1197339246119734	0.02985303123086344	Club cells
BC048546	3.1409006	2.337477	0.001684291462424788	0.04729122336301652	0.10421286031042129	0.015309246785058175	Club cells
Slc4a5	3.126374	2.5100937	0.0017697625806827979	0.049283092948767766	0.09977827050997783	0.011175750153092467	Club cells
Dixdc1	3.1110506	1.9629557	0.001864230037154076	0.05174382520473973	0.10643015521064302	0.018064911206368647	Club cells
Tomm7	3.0924788	0.3788173	0.00198492408823177	0.054566946632647835	0.28159645232815966	0.1811083894672382	Club cells
Emc6	3.0834103	0.57911974	0.00204642814117113	0.05597641104213096	0.17738359201773837	0.0838946723821188	Club cells
Dynlt1f	3.0706105	1.2592311	0.0021362164237609077	0.05824452464720456	0.13082039911308205	0.042559706062461726	Club cells
Gstp1	3.0642831	0.4204444	0.0021819238064497747	0.059395258159842264	0.2394678492239468	0.14237599510104104	Club cells
Slc1a5	3.0603344	0.62657404	0.002210899785246662	0.06008757925961241	0.15964523281596452	0.06781996325780772	Club cells
Tm4sf1	3.0510485	0.49520603	0.002280437179564478	0.06177944748919167	0.17960088691796008	0.0863441518677281	Club cells
2010107E04Rik	3.047088	0.29575574	0.0023107018052380872	0.062499508636415825	0.2727272727272727	0.1696264543784446	Club cells
Tmem59	3.0409899	0.1579566	0.0023580180634028636	0.06367775212937765	0.30376940133037694	0.19014084507042253	Club cells
Kcnk2	3.0234928	3.979658	0.0024987502632594755	0.0671341159575093	0.08869179600886919	0.0035211267605633804	Club cells
Gbas	3.0231185	1.1308899	0.0025018433448402546	0.0671341159575093	0.13303769401330376	0.04546846295162278	Club cells
Mal2	3.0168514	0.97827107	0.0025541504267534787	0.06832150960143887	0.13747228381374724	0.049448867115737906	Club cells
Mgat3	2.9977362	4.5893593	0.0027199302543715605	0.0720739018498239	0.08647450110864745	0.0021432945499081446	Club cells
Ccdc11	2.995659	1.5609626	0.0027385229032057443	0.07234051388701902	0.1130820399113082	0.027403551745254134	Club cells
Capsl	2.994331	1.5601716	0.0027504743469911196	0.07254322620625567	0.11086474501108648	0.025413349663196572	Club cells
Atpif1	2.9876292	0.36277992	0.0028115046833036717	0.07403774522383069	0.29490022172949004	0.19779546846295162	Club cells
Gdpd2	2.9776912	4.1471953	0.002904284276371814	0.07612636328128222	0.08647450110864745	0.0026025719534598897	Club cells
Trp53bp2	2.9756505	1.3372316	0.0029236786755462577	0.07651646089288423	0.12638580931263857	0.04133496631965707	Club cells
Prdx6b	2.9565594	2.824683	0.0031109223400711786	0.08079346395906144	0.09090909090909091	0.007348438456827924	Club cells
Dpcd	2.9494953	1.5266843	0.003182932789709658	0.08253724339554448	0.12416851441241686	0.04041641151255358	Club cells
